03:40:50,CARPARK,0,0,-31.973166,115.822242,250000,5,923300000,12,20,-78,-122,11.25,-31.973122,115.822098
03:40:54,CARPARK,0,1,-31.973168,115.822246,250000,5,923300000,12,20,-80,-123,11.00,-31.973121,115.822098
03:40:57,CARPARK,0,2,-31.973169,115.822249,250000,5,923300000,12,20,-81,-124,10.75,-31.973125,115.822104
03:40:59,CARPARK,0,3,-31.973169,115.822249,250000,5,923300000,12,20,-81,-85,5.00,-31.973126,115.822091
03:41:01,CARPARK,0,4,-31.973169,115.822256,250000,5,923300000,12,20,-79,-86,9.00,-31.973129,115.822088
03:41:01,CARPARK,0,5,-31.973174,115.822248,250000,5,923300000,12,20,-79,-122,10.00,-31.973129,115.822088
03:41:03,CARPARK,0,6,-31.973177,115.822241,250000,5,923300000,12,20,-77,-110,10.50,-31.973129,115.822081
03:41:06,CARPARK,0,7,-31.973174,115.822249,250000,5,923300000,12,20,-79,-122,12.50,-31.973143,115.822056
03:41:08,CARPARK,0,8,-31.973176,115.822244,250000,5,923300000,12,20,-80,-123,11.50,-31.973145,115.822067
03:41:10,CARPARK,0,9,-31.973176,115.822244,250000,5,923300000,12,20,-77,-123,11.25,-31.973150,115.822074
03:41:12,CARPARK,0,10,-31.973176,115.822242,250000,5,923300000,12,20,-84,-124,11.25,-31.973159,115.822070
03:41:12,CARPARK,0,11,-31.973181,115.822224,250000,5,923300000,12,20,-73,-112,11.25,-31.973159,115.822070
03:41:14,CARPARK,0,12,-31.973182,115.822224,250000,5,923300000,12,20,-77,-124,10.25,-31.973158,115.822073
03:41:17,CARPARK,0,13,-31.973181,115.822226,250000,5,923300000,12,20,-81,-122,10.75,-31.973160,115.822067
03:41:19,CARPARK,0,14,-31.973181,115.822226,250000,5,923300000,12,20,-83,-112,11.25,-31.973153,115.822072
03:41:21,CARPARK,0,15,-31.973181,115.822228,250000,5,923300000,12,20,-86,-110,9.75,-31.973153,115.822072
03:41:23,CARPARK,0,16,-31.973179,115.822232,250000,5,923300000,12,20,-83,-122,11.25,-31.973153,115.822072
03:41:23,CARPARK,0,17,-31.973174,115.822244,250000,5,923300000,12,20,-85,-112,11.00,-31.973153,115.822072
